ApsimVersion = 7.10 r4207
Title = Br1soybeanSIF1
           date DaysAfterSowing    day_of_year           MaxT           MinT           Radn            LAI            SLN    swdef_photo    BIOtotalDAY BIOshootDAYPot    BIOshootDAY      RootShoot     EcanDemand     EcanSupply             TE    RadIntDcaps        Biomass          Yield Fsingle_spectral_toc            GPP           FPAR         height          stage             Je            RUE Fsingle_spectral_tot         Fyield              P
   (dd/mm/yyyy)           (day)             ()           (oC)           (oC)   (MJ/m^2/day)      (m^2/m^2)      (mgN/m^2)             ()             ()             ()             ()             ()             ()             ()             ()             ()        (kg/ha)        (kg/ha)                   ()             ()             ()           (mm)             ()             ()             ()                   ()             ()             ()
     20/08/2017              87            232         31.320         18.340          8.970          6.008          1.308          1.000         16.444         15.127         15.127          0.087          3.719          3.719          4.068          8.758         6588.1          144.9                0.520         21.627          0.976        962.222          7.032         37.847          1.727                7.419          0.012          0.403
     21/08/2017              88            233         29.590         22.830         20.660          5.912          1.312          1.000         20.867         19.197         19.197          0.087          4.540          4.540          4.228         20.154         6745.9          222.6                1.237         27.445          0.976        968.810          7.067         48.029          0.952               17.659          0.013          0.222
     22/08/2017              89            234         24.580         14.250         25.030          5.821          1.305          1.000         22.022         20.260         20.260          0.087          5.032          5.032          4.026         24.397         6912.7          304.2                1.524         28.964          0.975        986.956          7.088         50.688          0.830               21.757          0.013          0.193
     23/08/2017              90            235         26.970         11.430         24.610          5.705          1.298          1.000         21.547         19.822         19.822          0.087          5.977          5.977          3.316         23.969         7073.5          389.0                1.501         28.339          0.974       1006.375          7.108         49.594          0.827               21.427          0.013          0.192
     24/08/2017              91            236         27.630         16.510         17.060          5.543          1.294          1.000         19.741         18.161         18.161          0.087          4.352          4.352          4.173         16.594         7216.7          476.3                1.009         25.964          0.973       1022.241          7.134         45.436          1.094               14.395          0.012          0.254
     25/08/2017              92            237         26.520         16.790         14.000          5.368          1.290          1.000         18.588         17.100         17.100          0.087          3.481          3.481          4.912         13.588         7348.4          565.8                0.816         24.448          0.971       1030.953          7.159         42.783          1.258               11.643          0.012          0.291
     26/08/2017              93            238         29.400         15.610         17.330          5.180          1.284          1.000         19.171         17.637         17.637          0.087          4.921          4.921          3.584         16.775         7483.9          658.6                1.029         25.214          0.968       1034.644          7.186         44.125          1.051               14.680          0.013          0.243
     27/08/2017              94            239         28.500         17.440          6.840          4.983          1.279          1.000         13.725         12.627         12.627          0.087          2.517          2.517          5.017          6.599         7570.2          749.4                0.404         18.052          0.965       1038.184          7.215         31.590          1.913                5.766          0.013          0.441
     28/08/2017              95            240         25.080         15.110         12.560          4.821          1.274          1.000         17.155         15.782         15.782          0.087          2.988          2.988          5.282         12.071         7685.8          845.4                0.727         22.562          0.961       1038.184          7.237         39.484          1.307               10.376          0.012          0.301
     29/08/2017              96            241         27.990         13.570         19.450          4.648          1.268          1.000         18.656         17.163         17.163          0.087          4.882          4.882          3.516         18.628         7813.4          945.4                1.168         24.538          0.958       1038.184          7.260         42.941          0.921               16.665          0.013          0.211
     30/08/2017              97            242         29.680         15.040         20.720          4.450          1.264          1.000         18.506         17.025         17.025          0.087          5.317          5.317          3.202         19.762         7938.6         1047.9                1.251         24.340          0.954       1038.184          7.287         42.596          0.862               17.860          0.013          0.197
     31/08/2017              98            243         28.370         16.140         20.580          4.261          1.259          1.000         18.183         16.727         16.727          0.087          4.712          4.712          3.550         19.522         8059.8         1152.6                1.240         23.915          0.949       1038.184          7.314         41.850          0.857               17.697          0.013          0.196
     01/09/2017              99            244         26.550         11.950         22.130          4.119          1.253          1.000         17.843         16.415         16.415          0.087          4.754          4.754          3.453         20.870         8177.0         1259.3                1.342         23.468          0.943       1038.184          7.334         41.070          0.787               19.147          0.013          0.179
     02/09/2017             100            245         30.080         14.660         20.370          3.928          1.245          1.000         17.213         15.836         15.836          0.087          5.143          5.143          3.079         19.120         8287.7         1367.5                1.225         22.640          0.939       1038.184          7.361         39.619          0.828               17.488          0.013          0.188
     03/09/2017             101            246         32.010         14.680         22.160          3.750          1.226          1.000         16.766         15.424         15.424          0.087          5.793          5.793          2.662         20.649         8393.7         1477.3                1.342         22.052          0.932       1038.184          7.388         38.590          0.747               19.149          0.013          0.169
     04/09/2017             102            247         26.500         15.420         17.860          3.600          1.202          1.000         15.874         14.604         14.604          0.087          3.576          3.576          4.083         16.516         8491.1         1587.8                1.056         20.878          0.925       1038.184          7.412         36.537          0.884               15.075          0.013          0.200
     05/09/2017             103            248         21.990         10.950         22.240          3.511          1.169          1.000         15.229         14.011         14.011          0.087          3.246          3.246          4.317         20.423         8582.1         1699.3                1.346         20.030          0.918       1038.184          7.426         35.053          0.686               19.207          0.013          0.155
     06/09/2017             104            249         22.150          8.310         15.010          3.437          1.190          1.000         13.156         12.103         12.103          0.087          2.623          2.623          4.615         13.728         8654.9         1808.9                0.883         17.303          0.915       1038.184          7.438         30.280          0.882               12.604          0.013          0.199
     07/09/2017             105            250         25.950          8.230         21.990          3.338          1.203          1.000         14.642         13.470         13.470          0.087          4.223          4.223          3.190         20.044         8739.6         1922.7                1.331         19.257          0.912       1038.184          7.453         33.700          0.672               18.995          0.013          0.151
     08/09/2017             106            251         31.020         11.400         22.080          3.165          1.207          1.000         14.739         13.559         13.559          0.087          5.261          5.261          2.577         20.022         8824.2         2038.4                1.332         19.385          0.907       1038.184          7.477         33.924          0.677               19.013          0.013          0.152
     09/09/2017             107            252         31.870         14.730         20.060          2.965          1.204          1.000         14.104         12.975         12.975          0.087          4.832          4.832          2.685         17.992         8902.9         2154.5                1.193         18.550          0.897       1038.184          7.505         32.462          0.721               17.028          0.013          0.161
     10/09/2017             108            253         29.720         17.600         20.230          2.750          1.196          1.000         13.766         12.664         12.664          0.087          3.921          3.921          3.230         17.880         8978.1         2271.5                1.191         18.105          0.884       1038.184          7.535         31.684          0.708               17.003          0.013          0.158
     11/09/2017             109            254         30.390         13.930         21.290          2.560          1.180          1.000         13.020         11.978         11.978          0.087          4.337          4.337          2.761         18.469         9046.5         2388.3                1.245         17.124          0.867       1038.184          7.561         29.967          0.649               17.768          0.013          0.144
     12/09/2017             110            255         31.270         15.850         20.510          2.354          1.158          1.000         12.169         11.195         11.195          0.087          4.088          4.088          2.738         17.455         9107.3         2504.5                1.181         16.005          0.851       1038.184          7.590         28.008          0.641               16.862          0.013          0.142
     13/09/2017             111            256         32.520         16.910         20.420          2.143          1.127          1.000         11.146         10.254         10.254          0.087          3.998          3.998          2.565         16.955         9159.2         2619.5                1.157         14.660          0.830       1038.184          7.619         25.654          0.605               16.518          0.013          0.134
     14/09/2017             112            257         34.030         16.700         19.840          1.941          1.096          1.000          9.926          9.132          9.132          0.087          3.943          3.943          2.316         15.985         9200.8         2732.6                1.100         13.056          0.806       1038.184          7.648         22.847          0.571               15.698          0.013          0.126
     15/09/2017             113            258         34.830         19.450         19.380          1.732          1.046          1.000          8.765          8.063          8.063          0.087          3.499          3.499          2.305         15.084         9232.6         2843.6                1.040         11.528          0.778       1038.184          7.677         20.173          0.535               14.844          0.013          0.117
     16/09/2017             114            259         31.040         16.270          7.410          1.527          0.990          1.000          6.957          6.401          6.401          0.087          1.821          1.821          3.515          5.520         9249.5         2950.6                0.355          9.151          0.745       1038.184          7.707         16.014          1.160                5.064          0.012          0.254
     17/09/2017             115            260         23.720         11.680         18.600          1.410          1.001          1.000          6.575          6.049          6.049          0.087          1.581          1.581          3.826         13.139         9263.2         3056.9                0.928          8.648          0.706       1038.184          7.723         15.134          0.460               13.245          0.014          0.101
     18/09/2017             116            261         22.050         13.010          6.640          1.300          0.994          1.000          5.163          4.750          4.750          0.087          0.699          0.699          6.792          4.529         9265.5         3159.5                0.296          6.791          0.682       1038.184          7.740         11.884          1.049                4.230          0.013          0.228
     19/09/2017             117            262         29.890         17.010         17.540          1.103          0.991          1.000          5.983          5.504          5.504          0.087          1.861          1.861          2.958         11.522         9274.4         3264.6                0.817          7.869          0.657       1038.184          7.769         13.770          0.478               11.661          0.014          0.104
     20/09/2017             118            263         30.820         19.080         12.470          0.888          0.988          1.000          4.989          4.590          4.590          0.087          1.370          1.370          3.351          7.531         9275.2         3366.9                0.525          6.562          0.604       1038.184          7.801         11.484          0.610                7.499          0.013          0.132
     21/09/2017             119            264         29.720         17.480         18.220          0.677          0.872          1.000          4.250          3.910          3.910          0.087          1.333          1.333          2.933          9.734         9278.0         3449.4                0.703          5.589          0.534       1038.184          7.831          9.782          0.402               10.032          0.014          0.087
     22/09/2017             120            265         32.900         22.620         18.560          0.423          0.661          1.000          2.769          2.547          2.547          0.087          0.972          0.972          2.620          8.383         9291.5         3476.7                0.609          3.642          0.452       1038.184          7.865          6.373          0.304                8.694          0.014          0.065
     23/09/2017             121            266         33.380         20.790         18.050          0.197          0.410          1.000          1.244          1.144          1.144          0.087          0.501          0.501          2.283          5.833         9298.6         3486.5                0.435          1.636          0.323       1038.184          7.898          2.863          0.196                6.209          0.014          0.042
     24/09/2017             122            267         33.170         19.780         16.550          0.017          0.190          1.000          0.288          0.265          0.265          0.087          0.117          0.117          2.262          2.860         9300.2         3489.1                0.219          0.378          0.173       1038.184          7.929          0.662          0.093                3.122          0.014          0.020
     25/09/2017             123            268         29.600         19.220         12.730          0.000          0.016          1.000          0.000          0.000          0.000          0.087          0.000          0.000          0.000          0.211         9300.0         3489.4                0.000          0.000          0.017       1038.184          7.961          0.000          0.000                0.000          0.015          0.000
     26/09/2017             124            269         21.680         14.310          9.440          0.000          0.000          1.000          0.000          0.000          0.000          0.087          0.000          0.000          0.000          0.000         9300.0         3489.4                0.000          0.000          0.000       1038.184          7.978          0.000          0.000                0.000          0.015          0.000
     27/09/2017               0            270         22.340         10.070         11.710          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     28/09/2017               0            271         25.440         10.790         18.220          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     29/09/2017               0            272         23.470         10.620         18.090          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     30/09/2017               0            273         23.090          9.280         16.670          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     01/10/2017               0            274         24.690         12.830          8.350          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     02/10/2017               0            275         28.790         15.950         13.220          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     03/10/2017               0            276         25.690         15.750          6.330          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     04/10/2017               0            277         21.020         11.200         10.200          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     05/10/2017               0            278         20.980         11.950          3.720          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     06/10/2017               0            279         23.340         14.630          3.340          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     07/10/2017               0            280         18.840         11.960          5.090          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     08/10/2017               0            281         25.230         10.260         16.630          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     09/10/2017               0            282         19.240          7.920         16.090          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     10/10/2017               0            283         11.520          5.710          3.440          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     11/10/2017               0            284         15.900          5.320         11.200          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     12/10/2017               0            285         18.500          7.210          8.680          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     13/10/2017               0            286         17.190          8.890          6.190          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     14/10/2017               0            287         20.160          9.630          3.180          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     15/10/2017               0            288         14.010          5.540         13.610          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     16/10/2017               0            289         19.470          2.010         15.420          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     17/10/2017               0            290         21.160          6.990         15.000          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     18/10/2017               0            291         22.150          7.940         14.630          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     19/10/2017               0            292         22.630          6.120         14.680          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     20/10/2017               0            293         22.010         11.290         12.140          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     21/10/2017               0            294         23.760         11.210          4.660          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     22/10/2017               0            295         18.330          7.900         10.400          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     23/10/2017               0            296         16.930          5.000          8.010          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     24/10/2017               0            297         10.020          2.610         13.830          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     25/10/2017               0            298         17.380          2.270         12.520          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     26/10/2017               0            299         15.110          1.390         12.090          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     27/10/2017               0            300          3.500         -1.190          4.130          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     28/10/2017               0            301          6.960         -4.100         12.340          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     29/10/2017               0            302          9.630         -1.710          4.670          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     30/10/2017               0            303          5.510         -1.590          5.600          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     31/10/2017               0            304          1.640         -5.840          6.340          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     01/11/2017               0            305          8.090         -3.100          3.190          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     02/11/2017               0            306         13.420          0.080          5.740          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     03/11/2017               0            307          8.530         -1.640         11.120          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     04/11/2017               0            308         11.380          4.010          5.010          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     05/11/2017               0            309          8.330         -3.090          6.360          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     06/11/2017               0            310          4.970         -4.290          6.580          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     07/11/2017               0            311          6.510         -3.050          6.320          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     08/11/2017               0            312          8.740         -4.020         11.610          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     09/11/2017               0            313          1.650         -6.630         11.420          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     10/11/2017               0            314          0.550         -6.660          8.250          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     11/11/2017               0            315          5.990         -2.080          3.390          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     12/11/2017               0            316          7.800         -1.050          6.240          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     13/11/2017               0            317          6.970         -2.730          3.180          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     14/11/2017               0            318         11.740          2.250          2.510          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     15/11/2017               0            319         10.390         -3.730         10.500          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     16/11/2017               0            320          4.220         -6.060          7.710          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     17/11/2017               0            321          9.550         -1.280          2.240          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     18/11/2017               0            322          5.920         -4.230          8.790          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     19/11/2017               0            323          7.460         -5.850         10.100          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     20/11/2017               0            324         13.680         -0.920          9.350          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     21/11/2017               0            325          3.660         -5.980          9.480          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     22/11/2017               0            326          2.410         -6.850          9.850          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     23/11/2017               0            327          9.380         -2.350          9.030          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     24/11/2017               0            328         17.990          4.440          9.180          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     25/11/2017               0            329         11.660          0.620          9.190          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     26/11/2017               0            330         10.800         -1.560          6.080          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     27/11/2017               0            331         14.820          0.910          5.470          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     28/11/2017               0            332         12.880         -0.490          5.580          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     29/11/2017               0            333          8.920         -4.480          8.880          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     30/11/2017               0            334         10.740         -0.470          9.020          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     01/12/2017               0            335         11.880         -1.680          9.130          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     02/12/2017               0            336         12.080         -1.560          8.740          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     03/12/2017               0            337         13.820         -0.650          7.780          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     04/12/2017               0            338         19.080         -1.170          4.560          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     05/12/2017               0            339          0.710         -5.020          8.300          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     06/12/2017               0            340          2.180         -6.420          6.100          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     07/12/2017               0            341         -3.000         -8.610          9.080          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     08/12/2017               0            342          2.150         -5.930          8.670          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     09/12/2017               0            343         -1.710         -6.220          7.590          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     10/12/2017               0            344          5.490         -5.190          8.350          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     11/12/2017               0            345          6.050         -4.980          2.490          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     12/12/2017               0            346          0.440         -9.750          8.460          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     13/12/2017               0            347          5.740         -3.200          3.520          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
